industryID,chemicalID,chemicalname,trdename,quantity,purpose
16785,622,"Car wash ",Teepol,NULL,"Cleaning purpose  "
16809,623,"Car wash","Teepol ",5,"washing "
16809,624,"High pressure ","Lankem ",2,washing
11687,625,"real high pressure chemical",lankem,2,
11755,626,Teapol,,10,washing
11755,627,"high pressure",,10,washing
11755,628,grees,,1,
11755,629,kerosine,,5,
11718,630,"dynamite,",,25,
24839,631,Britol,,NULL,
24839,632,Highpressure,,NULL,
11718,633,,Explosive,5,
11718,634,,Detonete,750,
11718,635,,ANFO,750,
24703,636,Shampooo,,8,
12038,637,"High pressure",Britol,NULL,
11736,638,dynamite,,12,
11736,639,NH4NO3,,0.25,
11710,640,Dynamite,,3,
11710,641,ANFO,,20,
16784,642,"Car wash ",Teepol,30,"Washing purpose "
5357,643,"Amonium,Daina ,",,NULL,
12018,644,grees,caltex,2,
12018,645,Detergent,Britol,1,
12018,646,Penatrol,Caltex,4,
12018,647,"under body digriser",Britol,5,
11712,648,dynamite,,4,
11712,649,ANFO,,2,
16651,650,"Anti Corrosive","Causeway paint",9,"Mix the paint"
16651,651,Kerosene,,3,"Mix the paint"
16912,652,"anti corrosive","causeway pain",1,painting
16912,653,Kerosene,,0.5,painting
2258,654,Dynamite,,20,
3224,655,thiner,,80,"for painting"
11722,656,Dynamite,,2,
11722,657,ANFO,,5,
3224,658,Boric/Boruk,,5,"wood seasoning"
16655,659,"Anti Corrosive","Causeway paint",2,"Mix the paint"
17403,660,Highpressure,,NULL,
11852,661,,"Neo body wash",3,
11913,662,Dynamite,,5,
11913,663,ANFO,,2,
24861,664,"Caustic soda",,1,
24861,665,HNO3,,1,
11861,666,Ammonia,,0.5,
11861,667,Dinamite,,0.125,
16913,668,,"Real high pressure cleaner/day",1,washing
16913,669,,"Real car wash/day",1,washing
16649,670,"High Power",,0.5,"Washing & removal of oil & greas"
16649,671,"Body Wash",,0.5,"to clean the body"
11911,672,Dynamite,,2,
11911,673,ANFO,,2,
3309,674,Resins,Palatal,15,"manufacturing of furniture"
3309,675,"Gel coat",,5,"manufacturing of furniture"
11867,676,Ammonia,,NULL,
11867,677,Dinamite,,NULL,
3309,678,"matt (300/450g)",,5,"manufacturing of furniture"
3309,679,Acitone,,1,"manufacturing of furniture"
16493,680,,"High Power",1,"Washing purpose"
12149,681,Dynamite,,2,
24866,682,"Laundry Chemicals, house keeping chemicals, stwerding Chemicals",,NULL,
12149,683,Ammonium,,5,
12149,684,,,NULL,
16652,685,"Car wash",,10,"Washing & removal of oil"
16652,686,Kerosene,,2,"to clean the body"
11909,687,highpower,,1,
11871,688,,Britol,0.5,
11899,689,Wotiwash,"Car Wash",0.25,
3274,690,"water base cealer/lacker",sayerlack,15,
3274,691,"water base colours",sayerlack,10,
3274,692,"Sealer N.C.",sayerlack,6,
3274,693,"Thiner N.C.","J.C.I. ",10,
3274,694,"Colours N.C.",Lanco,5,
16914,695,"Anti corrosive","Causeway paint",0.05,painting
16914,696,Kerosene,,0.02,painting
1947,697,Amonia,,NULL,
1947,698,"Dina jel",,NULL,
4107,699,"Penantrin oil",,2,
4107,700,Grease,,0.5,
4107,701,Britol,,2,
24877,702,,"Kalu Beheth",0.35,Blasting
24877,703,,Diena,0.75,"Blasting purpose"
24877,704,Ammonia,,1.4,"Blasting "
24877,705,,Cap,2,"Blasting "
24877,706,,"Sewa Nool karali",1,"Blasting "
5353,707,"Bentonite, Sodium Silicate",Gagee,10,
10445,708,Ammoniuum,,10,
10445,709,Jelitnit,,5,
10445,710,bayer,,10,
10445,711,cap,,50,
3323,712,HDPE,,NULL,
3323,713,LDPE,,NULL,
3323,714,LLDPE,,NULL,
16915,715,,"High power",1,washing
18429,716,Explosive,,4,Explosion
10274,717,"Car wash",Britol,600,Washing
11900,718,,,NULL,
11784,719,Teapol,,5,
11784,720,"High Pressure",,5,cleaning
11784,721,Kerosine,,2,cleaning
17243,722,"gun  powder",,NULL,
1939,723,Paint-Emulsion,Elaxo,NULL,painting
1939,724,Enamal,CIC,NULL,painting
1939,725,Spray,CIC,NULL,painting
4097,726,Detergent,Dash,2,Washing
22092,727,Ammoniya,,NULL,
11917,728,Dynamite,,10,
11917,729,ANFO,,300,
4108,730,"Sodium Sulphate",,200,"Cotton part dyeing"
4108,731,"Soda Ash",,42,"Scouring & Dyeing"
4108,732,"Sodium Hydoxide",,18,"Scouring & Dyeing"
4108,733,"Hydrogen Peroxide",,16,Bleaching
4108,734,"Acetic Acid",,8,Dyeing
11916,735,Dynamite,,0.75,
11916,736,ANFO,,1,
11882,737,resine,,1,
11882,738,Acetone,,0.2,
11912,739,Dynamite,,NULL,
11912,740,ANFO,,NULL,
16916,741,"Anti corrosive","Causeway paint",1,painting
16916,742,Kerosene,,0.5,painting
11901,743,Dynamite,,NULL,
11901,744,ANFO,,NULL,
11908,745,"highpower ",,0.5,
16797,746,"Car wash","Teepol ",5,"Washing purpose "
11915,747,Dynamite,,NULL,
11915,748,ANFO,,NULL,
11982,749,Dynamite,,0.5,
11982,750,ANFO,,2,
16770,751,"Car wash",Teepol,5,"Washing "
16789,752,"Car wash ",Teepol,NULL,"Washing "
18358,753,Explosive,,NULL,Blasting
11991,754,Dynamite,,NULL,
11991,755,ANFO,,NULL,
16774,756,"Car wash ",Teepol,2,Washing
16917,757,"Anti corrosive/month","Causeway paint",1,painting
1933,758,"Carbon powder",,1,
16917,759,Kerosene,,0.05,painting
1933,760,"Silica UN3",,3,
1933,761,"Zinc oxide",,1,
1933,762,"Stearic acid",,0.5,
1933,763,Sulphur,,1,
1933,764,TMTD,,0.1,
5033,765,Hypercrete,,300,"As an accelerator"
5033,766,D-Bond,,65,"As a releasing agent"
3209,767,"PVC compound","MAZ prene",400,"Gaslets for aluminiumdoor/window"
4072,768,"Galva Flux",,NULL,Fluxing
4072,769,"Amonium Chloride",,NULL,
4072,770,"Chromic acid",,NULL,Passivation
4072,771,"Hydrochloric acid",,NULL,Pickling
16987,772,"Anti - Corrosive","Causeway Paint",5,"To Prevent the iron from Corrosive "
1940,773,"Wood protector",CIC,NULL,
1940,774,Seeler,,NULL,
16987,775,Kerosene,,2,"To Clean the Brush "
1940,776,Polish,,NULL,
11866,777,Dinamite,,0.15,
1028,778,"Engine oil","Castrol, Mobil, Total, Shell",10,"For vehical servicing"
1028,779,Paint,Caseway,30,"Vehical printing"
2463,780,"Amonia, Dainamite",,6,"Metal Crushing"
16758,781,"Anti corrosive ","Causeway paint",10,"to prevent the iron from  corrosive "
16758,782,,,NULL,
11992,783,Chlorine,,2,
4147,784,"Car shampoo",3M,NULL,"Exterior washing"
16758,785,"Kerosene ",,10,"to clean the brush "
3234,786,"Linear alkyl benzene / Sulphonic acid",labs,125,"Raw materials for detergents"
3234,787,"sodium lauryl ether sulphate",SLES,15,"Raw materials for detergents"
4148,788,Detergent,,13,"Washing and Cleaning"
16409,789,"Anti corrosive kerosene","Causeway Paint",15,"Painting purpose"
3234,790,"coconut dye ethanol amine",CDE,2,"Raw materials for detergents"
3234,791,"Sodium tri poly phospate",STTP,15,"Raw materials for detergents"
3234,792,Urea,Urea,100,"Raw materials for detergents"
3234,793,"Monoethanol Amine",MEA,15,"Raw materials for detergents"
3234,794,Fragrances,"E oil",5,"Raw materials for detergents"
3234,795,"Sodium carbonate","Soda ash",20,"Raw materials for detergents"
3234,796,"Sodium Hydroxide","caustic soda",20,"Raw materials for detergents"
11855,797,,Britol,1,
11855,798,Kerosine,,1,
16865,799,Lankem,"High Power",1,Washing
1955,800,Hydroquinone,,1.5,Inhibhitor
1955,801,"Paraffin fax",,2,Additive
1955,802,"tri Phenylphosphite",,1,process
1955,803,Miscelleneous,,0.25,Additives
2499,804,"Ferrous, O2, Asetalene, Paint",,4,
5160,805,Yeast,,NULL,bake
16988,806,Agrochemicals,Urea,1.5,"Vegetable Production "
18951,807,,"car wash, Tpole",2,washing
16988,808,Agrochemicals,"TSP ( Posphate)",0.5,"Poultry Production"
1301,809,Vistamexx,,5.73,Binding
1301,810,Metallocine,,34.5,Strength
3226,811,No,-,0,-
16793,812,"Anti corrosive ","Mutilac ",4,"to avoid the corrosive "
16988,813,Agrochemicals,"MOP ( Potash )",0.5,"Animal Production"
16793,814,"Thinner ","Chemico ",2,"to clean the brushes "
16793,815,"Kerosene ",,2,"cleaning purpose  "
1949,816,Dynamite,,2.5,
1949,817,detanetors,,3.5,
1949,818,Amonia,,NULL,
1946,819,Amonia,,NULL,
1946,820,Dynamite,,NULL,
1946,821,detanetors,,NULL,
1946,822,Threds,,NULL,
16870,823,,"Carwash, Highpressure",2,Washing
16918,824,,"Real high pressure cleaner",0.1,washing
16918,825,,"real car wash",2,washing
16918,826,,"Supper paver",0.5,washing
16766,827,"Antic corrosive  ","Multilac ",5,"to avoid the corrosive "
24910,828,"Phosphateless soap","Tee pol",NULL,"To washing Vehicles"
12008,829,"Car wash",,0.5,
16380,830,"Amonium Nitrate",,33.33,Blasting
16380,831,Dinamite,,0.6,Blasting
11875,832,Kerosene,,1,
4637,833,Paint,"CIC and Nippolac",NULL,Painting
16380,834,,"Black Powder",0.066,Blasting
4637,835,HCl,,NULL,Washing
18375,836,"black powder",,NULL,
18375,837,detenator,,NULL,
16380,838,,"Fuse wire",NULL,Blasting
6116,839,sulpher,,8,
6116,840,"Red posperus",,7.5,
18202,841,Highpressure,,NULL,
6116,842,"potassium chlorate ",,75,
18202,843,Carwash,,0.5,
16766,844,"Thinner ",,2,"to cleaning purpose "
16766,845,"Kerosene ",,3,"to cleaning purpose  "
24913,846,"Iso Propyl Alcohol",IPA,5,"To dry printed ink"
11881,847,Kerosine,,4,
16920,848,,"Real High Pressure cleaner",0.03,washing
16920,849,,"Real car wash",0.03,washing
17233,850,"gun powder",,NULL,
17233,851,dinamite,,NULL,
17233,852,"ammonium nitrate",,NULL,
11979,853,Dynamite,,1.5,
11979,854,ANFO,,2,
11979,855,Detonator,,30,
3538,856,"vehicle washing agents",,NULL,
1957,857,Sanitier,,NULL,"Cleaning purpose"
11857,858,Kerosine,,1,
1957,859,"Detergent and disinfectants",,NULL,"Cleaning purposes"
24913,860,"Normal butanol alcohol",NBA,3,"To dissolve ink"
11961,861,Dynamite,,4,
16921,862,,"Real High Pressure Cleaner",0.03,washing
16921,863,,"real car wash",0.03,washing
1017,864,"Standard laboratory chemicals & disinfectants",,NULL,
2590,865,"I.S.O Propile Asitate","Corrugated boxes",20,
18180,866,Highpressure,Britol,NULL,
18180,867,Teepol,,NULL,
18180,868,Oil,,NULL,
3284,869,soap,Britol,0.25,"to wash interior and exterior parts of vehicles"
3284,870,"wc 101",,NULL,
3284,871,"wc 104",,NULL,
4620,872,Xylene,,10,Washing
4620,873,"Butyl Glycol",,15,Production
4620,874,"Iso propyl alcohol",,5,"Alcohol damp"
4620,875,"Methyl ethyl ketone",,5,Production
11676,876,Ammonium,,55,
11676,877,"water gel",,20,
11676,878,detanators,,20,
21724,879,"Normal butanol alcohol",NBA,3,"To dissolve ink"
21724,880,"Isopropyl alcohol",IPA,5,"To dry printed ink"
16922,881,,"Real High pressure Cleaner",0.03,washing
16922,882,,"real car wash",0.03,washing
11961,883,ANFO,,2,
4638,884,IPA,,2.5,
4638,885,NBA,,2.5,
10264,886,"daracem 100","Grace Product",176,"To prevent early setting and to increase the workability of the concrete"
6242,887,"Acid dye",,1.5,
6242,888,"Soda Ash",,4,
6242,889,"Nylon dye",,1.5,
6242,890,"Sunlight soap",,2250,
11856,891,Kerosine,,2,
16923,892,"Anti Corrosive","Causeway paint",0.7,painting
16923,893,Kerosen,,0.01,painting
16923,894,Tiner,,0.05,painting
4627,895,"Sodium Carbonate",,850,
3221,896,kerosine,-,5,"wash vehicles"
4627,897,"Sulphuric Acid",,980,
11976,898,Dynamite,,1,
11976,899,ANFO,,5,
11976,900,Detonator,,7,
3221,901,soap,,10,"wash vehicles"
17232,902,"Gun powder",,NULL,
16875,903,,"Car wash/kerosene",0.5,Washing
1070,904,Ditergent,Teapol,0.5,Dishwash
6109,905,sulpher,,12,
6109,906,pvc,,0.25,
922,907,"Pentrating oil, Thinner, High pressure oil, Brasso, WD 40",,NULL,"for repairing vehicles"
24926,908,"So-diam Meta By Salfet ",S.M.S,0.005,"For Processing"
24926,909,"Zitric Acid ",,0.06,"For Processing"
3225,910,No,-,NULL,-
18323,911,Highpressure,,NULL,
18323,912,Shampoo,,NULL,
18323,913,Kerasol,,NULL,
5032,914,"Washing shampoo",,NULL,
1272,915,"pH Adjuster",,NULL,
1272,916,Besco,,NULL,
1272,917,Foculator,,NULL,
18049,918,"Engine oil",,35,
11766,919,Ammonia,,2.5,
2407,920,Hydrex,,5,
2407,921,"Cleaning chemicals",,NULL,
2407,922,"surgical sprit",,NULL,
4696,923,"Acetic Acid",Glacial,20,"Clean the cylinder and felt"
11977,924,Dynamite,,NULL,
11977,925,ANFO,,NULL,
11767,926,,"High presure",6,
11971,927,Dynamite,,1,
11971,928,ANFO,,3,
11967,929,"high pressure",,3,
24944,930,Grease,Caltex,5,
24944,931,Oil,caltex,45,
3304,932,"Isopropyl alcohol",IPA,0.5,
3304,933,"Normal Butyl alcohol",NBA,0.2,
11763,934,,"Autu flash solution",2,washing
12010,935,Dynamite,,NULL,
12010,936,ANFO,,NULL,
16410,937,"Anti corrosive",kenlux,8,"Painting & Protact the iron"
16410,938,Thinner,"Chemico & Epoxy",3,"Cleaning the brushes"
2037,939,Akcrete,Acrete,60,
973,940,"Plate developer",Kodak,10,"Processing of printing plates"
973,941,"Printing ink","General inks",150,"For printing"
973,942,"Kerosene oil",,2,"For cleaning of machinary parts"
11931,943,Ammonium,,3,
11931,944,Dainamite,,1,
11984,945,Dynamaite,,NULL,
11984,946,ANFo,,3,
11984,947,Detornator,,6,
4695,948,Accelerator,,25,"Water purification"
4695,949,"pH adjuster",,15,"Water purification"
4695,950,Polyhene,,NULL,"Water purification"
16403,951,,"Water gel",0.75,"for blasting"
4695,952,"Sodium Hypochlorite",,10,"Water purification"
16403,953,"Ammonium Nitrate",,33.33,"for blasting"
24947,954,Ammonia,,NULL,
11983,955,Dynamite,,1,
11983,956,ANFO,,2.5,
11983,957,Detornator,,NULL,
940,958,"X ray fixer & replenisher developer & replenisher","Kodak R;PX -OMAT",33,"Auto processer"
5196,959,Yeast,,NULL,bake
940,960,"Sulfanilic acid, Hydrochloric acid, Dimethylsulfoxide, Sodium nitrite","Pointe Scientific INC.",NULL,"Reagents necessary for biochemistry tests are prepaired forms being supplied"
18177,961,Highpressure,,0.5,
18177,962,Tee[pol,,NULL,
11959,963,Granaite,,0.75,
11959,964,ANFO,,2.5,
11959,965,Detornator,,8,
18207,966,,highpressure,10,
18207,967,,"car wash",3,
11675,968,Ammonium,,7,
11675,969,Dinamite,,1.5,
11675,970,explosive,,0.25,
16411,971,-,"High power",1,Washing
12171,972,Ammonia,,5,
1304,973,Shampoo,"Wurth ",5,
16403,974,,"Blasting powder",1.8,Explosion
16403,975,,Detonator,12,Explosion
1974,976,"IPA ",sASOL,3,"For printing purpose"
1974,977,NBA,Sasol,2,"For printing purpose"
940,978,"Glucose oxidase, peroxidase, 4-amino antipyrine pap, sodium dodecylsulfate, picric acid, p-nitrophenyl phosphate, magnesium chloride, chloro-4-phenol","Biolabo reagent",NULL,"Reagents necessary for biochemistry tests are prepaired forms being supplied"
6613,979,Explosive,,NULL,
12172,980,Ammonium,,0.5,
12172,981,Detonater,,1,
17278,982,"Amonia,Dianamaite, ",,NULL,
11672,983,"water gel",,2,
11672,984,Ammonium,,20,
12169,985,Ammonia,,5,
12169,986,Detonater,,10,
12170,987,"Ammonium Nitrate",,5,
4615,988,"PU Acrylic Paints","UV Paints",200,Finishing
1034,989,"Car wash shampoo",3M,1,"Car wash"
1034,990,Degreases,3M,1,"Under garage cleaning"
11939,991,"water gel",,0.5,
11939,992,Ammonium,,1,
11939,993,Explosive,,0.5,
2612,994,"Amonia, ",,5,"Metal Crushing"
16375,995,,"Black powder",0.03,Explosion
16375,996,"Ammonium Nitrate",,0.3,Explosion
4689,997,"Film developer",Agfa,2,Processing
4689,998,"Film fixer",Agfa,2,Processing
16375,999,,Detonaters,0.83,Explosion
4689,1000,"CTP Developer",Kodak,2,Processing
5155,1001,"49 E Ink",Fuji,1,"For photo processing"
3504,1002,No,,NULL,
24959,1003,Dinamite,,NULL,
16802,1004,"Antic corrosive ",Multilac,1,"to avoid the corrosive "
24959,1005,"Amonium Nitrate",,NULL,
17044,1006,,,NULL,
24959,1007,"Blasting Powder",,NULL,
17044,1008,,,NULL,
1122,1009,"Harpic A3/A4","Johnson & johnson",1,"Toilet cleaning & public area floor cleaning"
16580,1010,Caco3,Lime,375,"Maintenance to  pH level "
17048,1011,Oil,,NULL,
17048,1012,Soap,,NULL,
17048,1013,Kerosine,,NULL,
16580,1014,Caco3.mgco3.10H2O,,370,"Maintenance to  pH level "
6623,1015,"Ammonium Dinamite",,NULL,"Explore granite"
1150,1016,,"Mortin Bouer",NULL,"For blending"
12045,1017,Urea,,NULL,Formulation
12045,1018,"Murate of potash",,NULL,Formulation
12045,1019,"Tripal Super Posphate",,NULL,Formulation
4795,1020,"Acetic acid",Glacial,20,"Clean the cylinder"
16412,1021,"Calicium carboide ",-,4,"for welding"
16947,1022,"Anti corrosive","Kenlux lit/month",3,"To protect the iron"
16412,1023,"Anti corrosive","Cause way paint",53,"Painting & Protact the iron"
16412,1024,Kerosine,-,55,"Cleaning the brushes"
16947,1025,Thinner,"Chemico & Epoxy",2,"To clean tha brushes"
16947,1026,Kerosone,,5,"Clening purpus"
1296,1027,"Laboratory Items",,NULL,
17245,1028,,"Hi Pressure Cleaner",0.5,"For leaning vehicles"
17245,1029,,"Car Wash",0.3,"For cleaning vehicles"
3603,1030,thiner,,0.2,
3603,1031,"silver paints",,0.2,
16811,1032,"anti corrosive ","Multilac ",5,"to avoid corrosive  "
18234,1033,,Detol,NULL,
18234,1034,"cleaning solution",,NULL,
16811,1035,"Thiner ","Mulilac ",2,"to cleaning purpose  "
16413,1036,"Anti corrosive",kenlux,4,"to protact the iron"
16413,1037,Thinner,-,2,"Cleaning the brushes"
16413,1038,Kerosine,-,3,Cleaning
17021,1039,Ammonia,,NULL,
17021,1040,Dyina,,NULL,
3588,1041,no,,NULL,
4686,1042,"Technical Perborate",,12.9,
4686,1043,"Technical PPDA",,8.8,
4686,1044,"Technical CMC",,4.8,
4686,1045,"Heena Mix",,1.6,
963,1046,"Car wash",Britol/Walwatalin,5,
963,1047,"Kerosene oil",,20,
963,1048,"Duplicant oil",Britol/Walwatalin,40,
10239,1049,Chlorine,Chlorine,0.5,
10239,1050,"Acid ","HCL (ml)",200,
10239,1051,"Soap Powder","Soap Powder",0.3,
4632,1052,"Washing Chemicals",,NULL,
2722,1053,"P.V.C, CALSIUM CARBANATE",Rasin,NULL,
16415,1054,"Anti corrosive",kenlux,4,"Painting & Protact the iron"
17024,1055,Ammonia,,NULL,
17024,1056,Dyina,,NULL,
16415,1057,Kerosine,-,3,"Cleaning the brushes"
16415,1058,Thinner,Chemico,1,"Cleaning the brushes"
11962,1059,ANFO,,NULL,
11962,1060,Dynamite,,3.4,
1299,1061,"Calcium propiyonate",,300,
17040,1062,,"Car wash",NULL,
3533,1063,No,,NULL,
17040,1064,,Hifresher,NULL,
11970,1065,Dynamite,,NULL,
11970,1066,ANFO,,NULL,
12009,1067,Dynamite,,NULL,
12009,1068,ANFO,,NULL,
11985,1069,Dynamite,,1,
11985,1070,ANFO,,13,
24977,1071,No,,NULL,
11995,1072,Dynamite,,3,
11995,1073,ANFO,,3,
24978,1074,"Car wash",,NULL,
17039,1075,Ammonia,,1,Blasting
17039,1076,Dyinamate,,5,Blasting
1977,1077,"Sodium silicate","C&A silicate",10,
1977,1078,CMC,"Central chemical",0.5,
4610,1079,"Citric acid",,NULL,
10231,1080,"High pressure","Dash (I)",8,"washig Vehicals"
10231,1081,"washing Liquid Soap","Dash (i)",8,"Body Wash"
16386,1082,"Ammonium Nitrate",,0.4,Explosion
16386,1083,,"Water gel",0.2,Explosion
16386,1084,,"Black powder",0.3,Explosion
12006,1085,"high pressure",,5,
16588,1086,Caco3,Lime,200,"Maintenance to  pH level"
2406,1087,-,,NULL,
3552,1088,No,,NULL,
16588,1089,Caco3.mgCo3.10H2O,Dolomite,50,"Maintenance pH level"
2735,1090,Methanol,,160,
24963,1091,"High pressure","Dash (L)",8,"washing vehicals"
24963,1092,"Liquid washing soap",dash,8,"body wash"
2735,1093,Methanol,,160,
24979,1094,benzen,,5,
11969,1095,Dynamite,,0.8,
11969,1096,ANFO,,4,
11969,1097,Detornator,,1,
2073,1098,HCL,,50,"Pickling solution"
2073,1099,"NH4CL and ZnCl2",,20,"Flux bath"
2073,1100,NH3,,1,"Flux bath neutralization"
2073,1101,"Pure Zinc",,350,"zinc bath"
10240,1102,"Kerosene (L)",,5,
10240,1103,"High pressure (L)",,10,
11968,1104,Dynamite,,NULL,
11968,1105,ANFO,,NULL,
1287,1106,Shampoo,3M,1,
16944,1107,"Cacseway paint lit/day",Anti-corrosive,0.3,"To protect the iron"
24983,1108,CO(NH2)2,Uria,3,
24983,1109,Ca(NO3)2,"calcium Nitrate ",0.5,
24983,1110,KCl,"Potassium Chloride ",1,
16760,1111,"Antic corrosive ","Multlac ",2,"to avoid corrosive "
24983,1112,CaCl2,"Calcium Chloride ",1,
16944,1113,Kerosene,,0.5,"cleaning purpose"
16760,1114,"Thinner ",,1,"Cleaning purpose "
24983,1115,MgCl2,"Magnesium Chloride  ",1,
16944,1116,Thinner,"Chemico & Epoxy",0.5,"To clean the brushes"
16583,1117,Caco3,Lime,500,"Maintenance to  pH level "
1270,1118,Paint,CIC,NULL,Painting
16583,1119,Caco3.mgCo3.10H2O,Dolemite,50,"Maintenance to  pH level."
18286,1120,"Car Wash",,NULL,
11778,1121,teapol,,3,
11778,1122,Kerosine,,1,
16780,1123,"Antic corrosive ","Multlac ",2,"to avoid corrosive "
16780,1124,"Thinner ","Multlac ",1,"Cleaning purpose "
16767,1125,"Antic corrosive ","Multlac ",2,"to avoid corrosive "
16767,1126,"Thinner ","Multlac ",1,"Cleaning purpose "
1277,1127,"Propyl Alcochol",,25,"Lamination and printing"
1277,1128,"Ethyl Acetate",,30,"Lamination and printing"
16418,1129,-,"explosive matireal",NULL,Blasting
936,1130,"Copper sulphate","Cepio copper salt",NULL,"Deposit copper"
936,1131,"Nickel sulphate, nickel chlorate, boric acid","Dull nickel salt",NULL,"Deposit nickel"
4624,1132,Boric,,10,"Gum preparation"
4624,1133,"Caustic soda",,2.5,"Gum preparation"
16587,1134,Caco3,Lime,80,"Maintenance to  pH level "
4624,1135,Borax,,3.5,"Gum preparation"
16945,1136,Anti-corrosive,"Cacseway paint lit/day",0.5,"To protect the iron"
16945,1137,Kerosene,,0.5,"cleaning purpose"
16945,1138,Thinner,"Chemico & Epoxy",0.7,"To clean the brushes"
16783,1139,,"seelar ",1,"to applied the furniture "
16783,1140,"Thinner ","Multlac ",1,"to cleaning purpose  "
16783,1141,,"paste ",0.25,"to fill the damage area "
16783,1142,,"cosway paint ",1,"to applied the aluminium bars & furniture "
16786,1143,,thiner,5,"Cleaning purpose "
16786,1144,"Antic corrosive ","Multlac ",3,"to avoid corrosive "
16768,1145,"Antic corrosive ",causeway,5,"to avoid corrosive "
16768,1146,"Thinner ","Multlac ",1,"Cleaning purpose "
16768,1147,"Antic corrosive ","Multlac ",3,"to avoid corrosive "
16594,1148,,"High Power",2,"Washing and Clean "
16594,1149,Bio-degradable,"Body Wssh",1.5,"washing and clean "
16594,1150,,Kerosene,2,"clean "
16658,1151,Amoniya,,NULL,
17015,1152,Shampoo,,NULL,
17015,1153,Hyfresher,,NULL,
6589,1154,,,NULL,
4691,1155,"Sodium Hypochlorite","EM Care",0.01,Cleaning
4691,1156,"Ethyl Alcohol",Ethanol,0.01,Cleaning
4691,1157,Dimethylbenzene,Xylene,0.007,Staining
4691,1158,Haematoxylin,"Natural Black",0.001,Staining
16385,1159,"Amonium nitrate",,0.4,Explosion
16385,1160,,"Water gel",0.2,Explosion
16385,1161,,"Black Powder",0.3,Explosion
4690,1162,"Sanding Sealer",,15,
4690,1163,Varnish,,8,
4690,1164,"Black paints",,1,
4599,1165,"Isopropyl Alcohol",,0.26,Cleaning
24991,1166,"V&M NAPTHA, & N PROPYL ALCOHOL","MONO-COAT( E31) (L)",0.5,"MOLD RELEASE AGENT"
4599,1167,"Printing ink",,3,"To print batch code"
4599,1168,"Hot melt glue",,15,"To paste flaps"
17032,1169,Ammonia,,NULL,
17032,1170,Dynamite,,NULL,Blasting
16959,1171,"Washing liquid	","High Power",1,"Washing purpose"
16959,1172,,,NULL,
16959,1173,,,NULL,
16989,1174,"Ammonium  Nitrate ","Ammonium  Nitrate ",200,"Rock Blasting "
16989,1175,"Water gel ","Water gel ",100,"Rock Blasting "
16989,1176,"Black powder ","Black powder ",150,"Rock Blasting"
4811,1177,"Ethyl Acetate",,50,"Mix with adhesives"
4811,1178,Toluene,,50,"Mix with adhesives"
18621,1179,Explosives,,NULL,Explotion
4811,1180,"Isopropyl Alcohol",,50,"Mix with adhesives"
4811,1181,"Normal Propyl alcochol",,50,"Mix with adhesives"
3543,1182,glue,multibone,1.5,
3543,1183,Lackers,multilac,0.05,
17116,1184,Oil,caltex,NULL,
17116,1185,highpressure,,NULL,
24991,1186,"V & M NAPTHA N PROPYL ALCOHOL","MONO-COAT  E-331 (l)",0.5,"mold release agent"
16640,1187,"High power",,NULL,"Washing removed oil & gress"
1281,1188,"Prosperic Acid",,5,"Cleaning Plate"
1281,1189,"Kerosene oil",,3,
2603,1190,NBA,"Exon Mobil",2,printing
18599,1191,"High pressure,",Real,10,
18599,1192,"Car wash",Real,2,
3587,1193,detergent,caltex,0.25,
17281,1194,"Car wash",,NULL,
16990,1195,"Ammonium  Nitrate ","Ammonium  Nitrate ",200,"Rock Blasting "
16990,1196,"Water gel ","Water gel ",100,"Rock Blasting"
16990,1197,"Black powder ","Black powder ",150,"Rock Blasting "
1036,1198,"All chemicals used in laboratories in schools & universities",,NULL,
1024,1199,"Hydrogen peroxide",Peroxide,16,
1024,1200,Melanol,Matex,7,
1024,1201,Gilmax,Gilmax,15,
16991,1202,"Ammonium  Nitrate  ","Ammonium  Nitrate  ",200,"Rock Blasting "
16991,1203,"Water gel ","Water gel ",100,"Rock Blasting"
6171,1204,,"Caltex(Engine Oil)",30,
16991,1205,"Black powder ","Black powder ",150,"Rock Blasting"
6171,1206,,Grease,5,
6171,1207,,Britol(detergent),2,
17280,1208,Hypressure,daess,NULL,
17282,1209,dynamaite,,0.05,Blasting
17282,1210,Ammonia,,3,Blasting
17291,1211,Hypressure,,NULL,
17291,1212,grease,,3,
16960,1213,"Anti corrosive	","Causeway Paint		",2,"To prevent the iron from the  corrosion"
17294,1214,Hypressure,,NULL,
17294,1215,"Car wash",,NULL,
16419,1216,"diynamite ","explosive matireal",NULL,Blasting
1998,1217,Alum,,NULL,
1998,1218,Resin,,NULL,
16806,1219,,"paint (CIC0",2,"paint the vehicle "
6171,1220,,"Kerosene oil",10,
16815,1221,,"Thinner ",1,"to cleaning purpose  "
16815,1222,,"paint ( CIC )",2,"paint the tinkering parts "
17517,1223,Dynaqmite,,0.5,
17517,1224,gunpowder,,0.05,
17517,1225,Ammoniam,,4,
17517,1226,Detanator,,5,
16812,1227,,"Thinner ",1,"to cleaning purpose  "
6186,1228,,explosive,0.08,blasting
1997,1229,"Nickel anold",,NULL,
1997,1230,"Nickel salt",,NULL,
6186,1231,,dyna,0.16,blasting
1997,1232,"Nickel plamin",,NULL,
6186,1233,,Amonium,0.83,blasting
16812,1234,,"paint ( CIC )",2,"to paint tinkering parts "
